feature id,name,obs_freq,th_freq,dev (%)
1,JHipster,1.000000,1.000000,0.000000
2,Hibernate2ndLvlCache,0.606000,0.647166,6.361017
3,HazelCast,0.292450,0.323583,9.621384
4,EhCache,0.313550,0.323583,3.100650
5,Server,0.064400,0.051798,24.329882
6,MicroserviceApplication,0.042000,0.034735,20.915789
7,UaaServer,0.022400,0.017063,31.280000
8,BackEnd,1.000000,1.000000,0.000000
9,Gradle,0.500300,0.500000,0.060000
10,Maven,0.499700,0.500000,0.060000
11,Generator,1.000000,1.000000,0.000000
12,Authentication,1.000000,1.000000,0.000000
13,SocialLogin,0.239850,0.268129,10.546852
14,Database,0.999200,0.999391,0.019073
15,SpringWebSockets,0.496850,0.474101,4.798310
16,Libsass,0.468900,0.474101,1.097057
17,ClusteredSession,0.483000,0.474101,1.876992
18,InternationalizationSupport,0.529850,0.500000,5.970000
19,Docker,0.538150,0.500000,7.630000
20,TestingFrameworks,1.000000,1.000000,0.000000
21,Production,0.961600,0.970750,0.942524
22,MySQL,0.299600,0.323583,7.411751
23,MariaDB,0.339100,0.323583,4.795311
24,PostgreSQL,0.322900,0.323583,0.211130
25,SQL,0.961600,0.970750,0.942524
26,Cassandra,0.014000,0.010664,31.280000
27,MongoDB,0.023600,0.017977,31.280000
28,Development,0.961600,0.970750,0.942524
29,H2,0.564550,0.647166,12.765862
30,PostgreSQLDev,0.129750,0.107861,20.293644
31,MariaDBDev,0.138400,0.107861,28.313220
32,MySQLDev,0.128900,0.107861,19.505593
33,DiskBased,0.283700,0.323583,12.325480
34,InMemory,0.280850,0.323583,13.206243
35,ElasticSearch,0.506350,0.485375,4.321450
36,HTTPSession,0.255400,0.270567,5.605541
37,OAuth2,0.143600,0.134065,7.112545
38,Uaa,0.208750,0.170932,22.124332
39,JWT,0.392250,0.424436,7.583309
40,Protractor,0.935600,0.948202,1.329075
41,Gatling,1.000000,1.000000,0.000000
42,Cucumber,1.000000,1.000000,0.000000
43,Application,0.935600,0.948202,1.329075
44,MicroserviceGateway,0.289700,0.273004,6.115558
45,Monolithic,0.645900,0.675198,4.339179
