feature id,name,obs_freq,th_freq,dev (%)
1,JHipster,1.000000,1.000000,0.000000
2,Hibernate2ndLvlCache,0.644510,0.647166,0.410465
3,HazelCast,0.326553,0.323583,0.917807
4,EhCache,0.317957,0.323583,1.738737
5,Server,0.052276,0.051798,0.924349
6,MicroserviceApplication,0.036084,0.034735,3.883253
7,UaaServer,0.016193,0.017063,5.099134
8,BackEnd,1.000000,1.000000,0.000000
9,Gradle,0.498426,0.500000,0.314858
10,Maven,0.501574,0.500000,0.314858
11,Generator,1.000000,1.000000,0.000000
12,Authentication,1.000000,1.000000,0.000000
13,SocialLogin,0.272577,0.268129,1.658958
14,Database,0.999100,0.999391,0.029039
15,SpringWebSockets,0.473037,0.474101,0.224430
16,Libsass,0.473887,0.474101,0.045224
17,ClusteredSession,0.471588,0.474101,0.530134
18,InternationalizationSupport,0.501124,0.500000,0.224899
19,Docker,0.499825,0.500000,0.034984
20,TestingFrameworks,1.000000,1.000000,0.000000
21,Production,0.970213,0.970750,0.055229
22,MySQL,0.322255,0.323583,0.410465
23,MariaDB,0.324104,0.323583,0.161001
24,PostgreSQL,0.323854,0.323583,0.083776
25,SQL,0.970213,0.970750,0.055229
26,Cassandra,0.010395,0.010664,2.521580
27,MongoDB,0.018492,0.017977,2.863881
28,Development,0.970213,0.970750,0.055229
29,H2,0.639312,0.647166,1.213606
30,PostgreSQLDev,0.112150,0.107861,3.975923
31,MariaDBDev,0.110000,0.107861,1.983514
32,MySQLDev,0.108751,0.107861,0.825137
33,DiskBased,0.316658,0.323583,2.140308
34,InMemory,0.322655,0.323583,0.286905
35,ElasticSearch,0.482733,0.485375,0.544322
36,HTTPSession,0.269529,0.270567,0.383645
37,OAuth2,0.133640,0.134065,0.316812
38,Uaa,0.172572,0.170932,0.959435
39,JWT,0.424259,0.424436,0.041758
40,Protractor,0.947724,0.948202,0.050495
41,Gatling,1.000000,1.000000,0.000000
42,Cucumber,1.000000,1.000000,0.000000
43,Application,0.947724,0.948202,0.050495
44,MicroserviceGateway,0.271828,0.273004,0.430978
45,Monolithic,0.675896,0.675198,0.103347
