feature id,name,obs_freq,th_freq,dev (%)
1,JHipster,1.000000,1.000000,0.000000
2,Hibernate2ndLvlCache,0.651697,0.647166,0.700012
3,HazelCast,0.335329,0.323583,3.630028
4,EhCache,0.316367,0.323583,2.230003
5,Server,0.043413,0.051798,16.187038
6,MicroserviceApplication,0.031437,0.034735,9.494170
7,UaaServer,0.011976,0.017063,29.811805
8,BackEnd,1.000000,1.000000,0.000000
9,Gradle,0.495509,0.500000,0.898204
10,Maven,0.504491,0.500000,0.898204
11,Generator,1.000000,1.000000,0.000000
12,Authentication,1.000000,1.000000,0.000000
13,SocialLogin,0.271956,0.268129,1.427259
14,Database,0.999501,0.999391,0.011045
15,SpringWebSockets,0.473054,0.474101,0.220895
16,Libsass,0.500000,0.474101,5.462725
17,ClusteredSession,0.471557,0.474101,0.536652
18,InternationalizationSupport,0.516467,0.500000,3.293413
19,Docker,0.492016,0.500000,1.596806
20,TestingFrameworks,1.000000,1.000000,0.000000
21,Production,0.973553,0.970750,0.288782
22,MySQL,0.333832,0.323583,3.167394
23,MariaDB,0.307385,0.323583,5.005808
24,PostgreSQL,0.332335,0.323583,2.704760
25,SQL,0.973553,0.970750,0.288782
26,Cassandra,0.009980,0.010664,6.415740
27,MongoDB,0.015968,0.017977,11.174262
28,Development,0.973553,0.970750,0.288782
29,H2,0.659681,0.647166,1.933703
30,PostgreSQLDev,0.096806,0.107861,10.248994
31,MariaDBDev,0.102295,0.107861,5.160019
32,MySQLDev,0.114770,0.107861,6.405832
33,DiskBased,0.318363,0.323583,1.613158
34,InMemory,0.341317,0.323583,5.480564
35,ElasticSearch,0.482036,0.485375,0.687890
36,HTTPSession,0.273453,0.270567,1.066785
37,OAuth2,0.118762,0.134065,11.413990
38,Uaa,0.172655,0.170932,1.007610
39,JWT,0.435130,0.424436,2.519441
40,Protractor,0.956587,0.948202,0.884253
41,Gatling,1.000000,1.000000,0.000000
42,Cucumber,1.000000,1.000000,0.000000
43,Application,0.956587,0.948202,0.884253
44,MicroserviceGateway,0.284431,0.273004,4.185602
45,Monolithic,0.672156,0.675198,0.450588
