feature id,name,obs_freq,th_freq,dev (%)
1,JHipster,1.000000,1.000000,0.000000
2,Hibernate2ndLvlCache,0.649200,0.647166,0.314293
3,HazelCast,0.329800,0.323583,1.921300
4,EhCache,0.319400,0.323583,1.292710
5,Server,0.053800,0.051798,3.865620
6,MicroserviceApplication,0.037200,0.034735,7.096900
7,UaaServer,0.016600,0.017063,2.712330
8,BackEnd,1.000000,1.000000,0.000000
9,Gradle,0.502400,0.500000,0.480000
10,Maven,0.497600,0.500000,0.480000
11,Generator,1.000000,1.000000,0.000000
12,Authentication,1.000000,1.000000,0.000000
13,SocialLogin,0.268000,0.268129,0.048111
14,Database,0.999400,0.999391,0.000901
15,SpringWebSockets,0.475000,0.474101,0.189622
16,Libsass,0.479200,0.474101,1.075510
17,ClusteredSession,0.464600,0.474101,2.004000
18,InternationalizationSupport,0.504800,0.500000,0.960000
19,Docker,0.513200,0.500000,2.640000
20,TestingFrameworks,1.000000,1.000000,0.000000
21,Production,0.969200,0.970750,0.159670
22,MySQL,0.312800,0.323583,3.332380
23,MariaDB,0.336000,0.323583,3.837350
24,PostgreSQL,0.320400,0.323583,0.983673
25,SQL,0.969200,0.970750,0.159670
26,Cassandra,0.010400,0.010664,2.477450
27,MongoDB,0.019800,0.017977,10.142000
28,Development,0.969200,0.970750,0.159670
29,H2,0.643800,0.647166,0.520114
30,PostgreSQLDev,0.110600,0.107861,2.539380
31,MariaDBDev,0.116400,0.107861,7.916670
32,MySQLDev,0.098400,0.107861,8.771470
33,DiskBased,0.326000,0.323583,0.746949
34,InMemory,0.317800,0.323583,1.787180
35,ElasticSearch,0.489400,0.485375,0.829256
36,HTTPSession,0.252600,0.270567,6.640500
37,OAuth2,0.128400,0.134065,4.225560
38,Uaa,0.178600,0.170932,4.485990
39,JWT,0.440400,0.424436,3.761230
40,Protractor,0.946200,0.948202,0.211136
41,Gatling,1.000000,1.000000,0.000000
42,Cucumber,1.000000,1.000000,0.000000
43,Application,0.946200,0.948202,0.211136
44,MicroserviceGateway,0.285200,0.273004,4.467330
45,Monolithic,0.661000,0.675198,2.102790
