feature id,name,obs_freq,th_freq,dev (%)
1,JHipster,1.000000,1.000000,0.000000
2,Hibernate2ndLvlCache,0.645262,0.647166,0.294335
3,HazelCast,0.320559,0.323583,0.934500
4,EhCache,0.311238,0.323583,3.815242
5,Server,0.060073,0.051798,15.975264
6,MicroserviceApplication,0.045054,0.034735,29.709177
7,UaaServer,0.015018,0.017063,11.983058
8,BackEnd,1.000000,1.000000,0.000000
9,Gradle,0.499223,0.500000,0.155360
10,Maven,0.500777,0.500000,0.155360
11,Generator,1.000000,1.000000,0.000000
12,Authentication,1.000000,1.000000,0.000000
13,SocialLogin,0.255308,0.268129,4.781672
14,Database,0.998964,0.999391,0.042661
15,SpringWebSockets,0.474883,0.474101,0.165012
16,Libsass,0.454169,0.474101,4.204236
17,ClusteredSession,0.479544,0.474101,1.148092
18,InternationalizationSupport,0.514241,0.500000,2.848265
19,Docker,0.505955,0.500000,1.191093
20,TestingFrameworks,1.000000,1.000000,0.000000
21,Production,0.968410,0.970750,0.240988
22,MySQL,0.335060,0.323583,3.546653
23,MariaDB,0.311756,0.323583,3.655200
24,PostgreSQL,0.321595,0.323583,0.614418
25,SQL,0.968410,0.970750,0.240988
26,Cassandra,0.009839,0.010664,7.733965
27,MongoDB,0.020715,0.017977,15.229661
28,Development,0.968410,0.970750,0.240988
29,H2,0.640083,0.647166,1.094541
30,PostgreSQLDev,0.104609,0.107861,3.015036
31,MariaDBDev,0.104091,0.107861,3.495159
32,MySQLDev,0.119627,0.107861,10.908548
33,DiskBased,0.321595,0.323583,0.614418
34,InMemory,0.318488,0.323583,1.574665
35,ElasticSearch,0.477991,0.485375,1.521318
36,HTTPSession,0.247022,0.270567,8.701905
37,OAuth2,0.139306,0.134065,3.909656
38,Uaa,0.160539,0.170932,6.080638
39,JWT,0.453133,0.424436,6.761149
40,Protractor,0.939927,0.948202,0.872685
41,Gatling,1.000000,1.000000,0.000000
42,Cucumber,1.000000,1.000000,0.000000
43,Application,0.939927,0.948202,0.872685
44,MicroserviceGateway,0.268773,0.273004,1.550016
45,Monolithic,0.671155,0.675198,0.598818
