feature id,name,obs_freq,th_freq,dev (%)
1,JHipster,1.000000,1.000000,0.000000
2,Hibernate2ndLvlCache,0.641000,0.647166,0.952825
3,HazelCast,0.321500,0.323583,0.643785
4,EhCache,0.319500,0.323583,1.261864
5,Server,0.055000,0.051798,6.182353
6,MicroserviceApplication,0.038000,0.034735,9.400000
7,UaaServer,0.017000,0.017063,0.367857
8,BackEnd,1.000000,1.000000,0.000000
9,Gradle,0.505000,0.500000,1.000000
10,Maven,0.495000,0.500000,1.000000
11,Generator,1.000000,1.000000,0.000000
12,Authentication,1.000000,1.000000,0.000000
13,SocialLogin,0.393000,0.268129,46.571136
14,Database,0.999000,0.999391,0.039085
15,SpringWebSockets,0.945000,0.474101,99.324550
16,Libsass,0.945000,0.474101,99.324550
17,ClusteredSession,0.945000,0.474101,99.324550
18,InternationalizationSupport,1.000000,0.500000,100.000000
19,Docker,1.000000,0.500000,100.000000
20,TestingFrameworks,1.000000,1.000000,0.000000
21,Production,0.969000,0.970750,0.180226
22,MySQL,0.325000,0.323583,0.437853
23,MariaDB,0.339000,0.323583,4.764407
24,PostgreSQL,0.305000,0.323583,5.742938
25,SQL,0.969000,0.970750,0.180226
26,Cassandra,0.012000,0.010664,12.525714
27,MongoDB,0.018000,0.017977,0.128814
28,Development,0.969000,0.970750,0.180226
29,H2,0.648000,0.647166,0.128814
30,PostgreSQLDev,0.101500,0.107861,5.897458
31,MariaDBDev,0.112000,0.107861,3.837288
32,MySQLDev,0.107500,0.107861,0.334746
33,DiskBased,0.318500,0.323583,1.570904
34,InMemory,0.329500,0.323583,1.828531
35,ElasticSearch,0.969000,0.485375,99.639548
36,HTTPSession,0.268000,0.270567,0.948649
37,OAuth2,0.141000,0.134065,5.173182
38,Uaa,0.170000,0.170932,0.545455
39,JWT,0.421000,0.424436,0.809620
40,Protractor,0.945000,0.948202,0.337725
41,Gatling,1.000000,1.000000,0.000000
42,Cucumber,1.000000,1.000000,0.000000
43,Application,0.945000,0.948202,0.337725
44,MicroserviceGateway,0.274000,0.273004,0.364732
45,Monolithic,0.671000,0.675198,0.621751
