feature id,name,obs_freq,th_freq,dev (%)
1,JHipster,1.000000000000,1.000000000000,0.000000000000
2,Hibernate2ndLvlCache,0.520000000000,0.647166361974,19.649717514124
3,HazelCast,0.190000000000,0.323583180987,41.282485875706
4,EhCache,0.330000000000,0.323583180987,1.983050847458
5,Server,0.340000000000,0.051797684339,556.400000000000
6,MicroserviceApplication,0.200000000000,0.034734917733,475.789473684211
7,UaaServer,0.140000000000,0.017062766606,720.500000000000
8,BackEnd,1.000000000000,1.000000000000,0.000000000000
9,Gradle,0.500000000000,0.500000000000,0.000000000000
10,Maven,0.500000000000,0.500000000000,0.000000000000
11,Generator,1.000000000000,1.000000000000,0.000000000000
12,Authentication,1.000000000000,1.000000000000,0.000000000000
13,SocialLogin,0.170000000000,0.268129189519,36.597727272727
14,Database,0.960000000000,0.999390615478,3.941463414634
15,SpringWebSockets,0.350000000000,0.474101157831,26.176092544987
16,Libsass,0.300000000000,0.474101157831,36.722365038560
17,ClusteredSession,0.330000000000,0.474101157831,30.394601542416
18,InternationalizationSupport,0.480000000000,0.500000000000,4.000000000000
19,Docker,0.500000000000,0.500000000000,0.000000000000
20,TestingFrameworks,1.000000000000,1.000000000000,0.000000000000
21,Production,0.800000000000,0.970749542962,17.589453860640
22,MySQL,0.290000000000,0.323583180987,10.378531073446
23,MariaDB,0.220000000000,0.323583180987,32.011299435028
24,PostgreSQL,0.290000000000,0.323583180987,10.378531073446
25,SQL,0.800000000000,0.970749542962,17.589453860640
26,Cassandra,0.070000000000,0.010664229129,556.400000000000
27,MongoDB,0.090000000000,0.017976843388,400.644067796610
28,Development,0.800000000000,0.970749542962,17.589453860640
29,H2,0.370000000000,0.647166361974,42.827683615819
30,PostgreSQLDev,0.160000000000,0.107861060329,48.338983050847
31,MariaDBDev,0.130000000000,0.107861060329,20.525423728814
32,MySQLDev,0.140000000000,0.107861060329,29.796610169492
33,DiskBased,0.160000000000,0.323583180987,50.553672316384
34,InMemory,0.210000000000,0.323583180987,35.101694915254
35,ElasticSearch,0.380000000000,0.485374771481,21.709981167608
36,HTTPSession,0.220000000000,0.270566727605,18.689189189189
37,OAuth2,0.110000000000,0.134064594759,17.950000000000
38,Uaa,0.350000000000,0.170932358318,104.759358288770
39,JWT,0.320000000000,0.424436319317,24.605886575736
40,Protractor,0.660000000000,0.948202315661,30.394601542416
41,Gatling,1.000000000000,1.000000000000,0.000000000000
42,Cucumber,1.000000000000,1.000000000000,0.000000000000
43,Application,0.660000000000,0.948202315661,30.394601542416
44,MicroserviceGateway,0.230000000000,0.273004265692,15.752232142857
45,Monolithic,0.430000000000,0.675198049970,36.314981949458
