file,time,cmd_output,err_output,Uniform,Timeout
../../samplingforfm/Benchmarks/FeatureModels/FM-3.6.1-refined.cnf,0.374,b'Experiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: STS\ncmd:  ./samplers/STS -k=50 -nsamples=1.02 ../../samplingforfm/Benchmarks/FeatureModels/FM-3.6.1-refined.cnf > /tmp/FM-3.6.1-refined.out\nNumber of solutions returned by sampler: 1\nUsing sampler: SPUR\ncmd:  ./samplers/spur -seed 1791 -q -s 1 -out /tmp/FM-3.6.1-refined.out -cnf ../../samplingforfm/Benchmarks/FeatureModels/FM-3.6.1-refined.cnf\nNumber of solutions returned by sampler: 1\n',"b'Traceback (most recent call last):\n  File ""barbarik.py"", line 963, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 854, in one_experiment\n    chainFormulaConf = chainFormulaSetup(sampleSol, unifSol, self.numSolutions)\n  File ""barbarik.py"", line 580, in chainFormulaSetup\n    assert len(sampleSol.split()) > len(countList), ""There are not enough samples to proceed, sampler failed ?"" \nAssertionError: There are not enough samples to proceed, sampler failed ?\n'",N/A,FALSE
../../samplingforfm/Benchmarks/FeatureModels/XSEngine.cnf,12.793,b'Experiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: STS\ncmd:  ./samplers/STS -k=50 -nsamples=1.02 ../../samplingforfm/Benchmarks/FeatureModels/XSEngine.cnf > /tmp/XSEngine.out\nNumber of solutions returned by sampler: 1\nUsing sampler: SPUR\ncmd:  ./samplers/spur -seed 1791 -q -s 1 -out /tmp/XSEngine.out -cnf ../../samplingforfm/Benchmarks/FeatureModels/XSEngine.cnf\nNumber of solutions returned by sampler: 1\n',"b'Traceback (most recent call last):\n  File ""barbarik.py"", line 963, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 854, in one_experiment\n    chainFormulaConf = chainFormulaSetup(sampleSol, unifSol, self.numSolutions)\n  File ""barbarik.py"", line 580, in chainFormulaSetup\n    assert len(sampleSol.split()) > len(countList), ""There are not enough samples to proceed, sampler failed ?"" \nAssertionError: There are not enough samples to proceed, sampler failed ?\n'",N/A,FALSE
../../samplingforfm/Benchmarks/FeatureModels/aaed2000.cnf,12.654,b'Experiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: STS\ncmd:  ./samplers/STS -k=50 -nsamples=1.02 ../../samplingforfm/Benchmarks/FeatureModels/aaed2000.cnf > /tmp/aaed2000.out\nNumber of solutions returned by sampler: 1\nUsing sampler: SPUR\ncmd:  ./samplers/spur -seed 1791 -q -s 1 -out /tmp/aaed2000.out -cnf ../../samplingforfm/Benchmarks/FeatureModels/aaed2000.cnf\nNumber of solutions returned by sampler: 1\n',"b'Traceback (most recent call last):\n  File ""barbarik.py"", line 963, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 854, in one_experiment\n    chainFormulaConf = chainFormulaSetup(sampleSol, unifSol, self.numSolutions)\n  File ""barbarik.py"", line 580, in chainFormulaSetup\n    assert len(sampleSol.split()) > len(countList), ""There are not enough samples to proceed, sampler failed ?"" \nAssertionError: There are not enough samples to proceed, sampler failed ?\n'",N/A,FALSE
../../samplingforfm/Benchmarks/FeatureModels/adder.cnf,11.766,b'Experiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: STS\ncmd:  ./samplers/STS -k=50 -nsamples=1.02 ../../samplingforfm/Benchmarks/FeatureModels/adder.cnf > /tmp/adder.out\nNumber of solutions returned by sampler: 1\nUsing sampler: SPUR\ncmd:  ./samplers/spur -seed 1791 -q -s 1 -out /tmp/adder.out -cnf ../../samplingforfm/Benchmarks/FeatureModels/adder.cnf\nNumber of solutions returned by sampler: 1\n',"b'Traceback (most recent call last):\n  File ""barbarik.py"", line 963, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 854, in one_experiment\n    chainFormulaConf = chainFormulaSetup(sampleSol, unifSol, self.numSolutions)\n  File ""barbarik.py"", line 580, in chainFormulaSetup\n    assert len(sampleSol.split()) > len(countList), ""There are not enough samples to proceed, sampler failed ?"" \nAssertionError: There are not enough samples to proceed, sampler failed ?\n'",N/A,FALSE
../../samplingforfm/Benchmarks/FeatureModels/adderII.cnf,8.404,b'Experiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: STS\ncmd:  ./samplers/STS -k=50 -nsamples=1.02 ../../samplingforfm/Benchmarks/FeatureModels/adderII.cnf > /tmp/adderII.out\nNumber of solutions returned by sampler: 1\nUsing sampler: SPUR\ncmd:  ./samplers/spur -seed 1791 -q -s 1 -out /tmp/adderII.out -cnf ../../samplingforfm/Benchmarks/FeatureModels/adderII.cnf\nNumber of solutions returned by sampler: 1\n',"b'Traceback (most recent call last):\n  File ""barbarik.py"", line 963, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 854, in one_experiment\n    chainFormulaConf = chainFormulaSetup(sampleSol, unifSol, self.numSolutions)\n  File ""barbarik.py"", line 580, in chainFormulaSetup\n    assert len(sampleSol.split()) > len(countList), ""There are not enough samples to proceed, sampler failed ?"" \nAssertionError: There are not enough samples to proceed, sampler failed ?\n'",N/A,FALSE
../../samplingforfm/Benchmarks/FeatureModels/aeb.cnf,8.016,b'Experiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: STS\ncmd:  ./samplers/STS -k=50 -nsamples=1.02 ../../samplingforfm/Benchmarks/FeatureModels/aeb.cnf > /tmp/aeb.out\nNumber of solutions returned by sampler: 1\nUsing sampler: SPUR\ncmd:  ./samplers/spur -seed 1791 -q -s 1 -out /tmp/aeb.out -cnf ../../samplingforfm/Benchmarks/FeatureModels/aeb.cnf\nNumber of solutions returned by sampler: 1\n',"b'Traceback (most recent call last):\n  File ""barbarik.py"", line 963, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 854, in one_experiment\n    chainFormulaConf = chainFormulaSetup(sampleSol, unifSol, self.numSolutions)\n  File ""barbarik.py"", line 580, in chainFormulaSetup\n    assert len(sampleSol.split()) > len(countList), ""There are not enough samples to proceed, sampler failed ?"" \nAssertionError: There are not enough samples to proceed, sampler failed ?\n'",N/A,FALSE
../../samplingforfm/Benchmarks/FeatureModels/aim711.cnf,11.065,b'Experiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: STS\ncmd:  ./samplers/STS -k=50 -nsamples=1.02 ../../samplingforfm/Benchmarks/FeatureModels/aim711.cnf > /tmp/aim711.out\nNumber of solutions returned by sampler: 1\nUsing sampler: SPUR\ncmd:  ./samplers/spur -seed 1791 -q -s 1 -out /tmp/aim711.out -cnf ../../samplingforfm/Benchmarks/FeatureModels/aim711.cnf\nNumber of solutions returned by sampler: 1\n',"b'Traceback (most recent call last):\n  File ""barbarik.py"", line 963, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 854, in one_experiment\n    chainFormulaConf = chainFormulaSetup(sampleSol, unifSol, self.numSolutions)\n  File ""barbarik.py"", line 580, in chainFormulaSetup\n    assert len(sampleSol.split()) > len(countList), ""There are not enough samples to proceed, sampler failed ?"" \nAssertionError: There are not enough samples to proceed, sampler failed ?\n'",N/A,FALSE
../../samplingforfm/Benchmarks/FeatureModels/aki3068net.cnf,8.309,b'Experiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: STS\ncmd:  ./samplers/STS -k=50 -nsamples=1.02 ../../samplingforfm/Benchmarks/FeatureModels/aki3068net.cnf > /tmp/aki3068net.out\nNumber of solutions returned by sampler: 1\nUsing sampler: SPUR\ncmd:  ./samplers/spur -seed 1791 -q -s 1 -out /tmp/aki3068net.out -cnf ../../samplingforfm/Benchmarks/FeatureModels/aki3068net.cnf\nNumber of solutions returned by sampler: 1\n',"b'Traceback (most recent call last):\n  File ""barbarik.py"", line 963, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 854, in one_experiment\n    chainFormulaConf = chainFormulaSetup(sampleSol, unifSol, self.numSolutions)\n  File ""barbarik.py"", line 580, in chainFormulaSetup\n    assert len(sampleSol.split()) > len(countList), ""There are not enough samples to proceed, sampler failed ?"" \nAssertionError: There are not enough samples to proceed, sampler failed ?\n'",N/A,FALSE
../../samplingforfm/Benchmarks/FeatureModels/am31_sim.cnf,2.937,b'Experiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: STS\ncmd:  ./samplers/STS -k=50 -nsamples=1.02 ../../samplingforfm/Benchmarks/FeatureModels/am31_sim.cnf > /tmp/am31_sim.out\nNumber of solutions returned by sampler: 1\nUsing sampler: SPUR\ncmd:  ./samplers/spur -seed 1791 -q -s 1 -out /tmp/am31_sim.out -cnf ../../samplingforfm/Benchmarks/FeatureModels/am31_sim.cnf\nNumber of solutions returned by sampler: 1\n',"b'Traceback (most recent call last):\n  File ""barbarik.py"", line 963, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 854, in one_experiment\n    chainFormulaConf = chainFormulaSetup(sampleSol, unifSol, self.numSolutions)\n  File ""barbarik.py"", line 580, in chainFormulaSetup\n    assert len(sampleSol.split()) > len(countList), ""There are not enough samples to proceed, sampler failed ?"" \nAssertionError: There are not enough samples to proceed, sampler failed ?\n'",N/A,FALSE
../../samplingforfm/Benchmarks/FeatureModels/asb.cnf,5.805,b'Experiment: 0     of     1\nconstantFactor:39   boundFactor: 14.541336623567457   logBoundFactor: 3.8620879811712894  \ntj: 1789   totalLoops: 2     beta: 0.8181818181818182 epsilon: 0.3       \nnumSolutions: 568   loThresh:82     hiThresh: 485   \n*** Progress *** i: 0 j: 2 ---- 0 / 3578\nUsing sampler: STS\ncmd:  ./samplers/STS -k=50 -nsamples=1.02 ../../samplingforfm/Benchmarks/FeatureModels/asb.cnf > /tmp/asb.out\nNumber of solutions returned by sampler: 1\nUsing sampler: SPUR\ncmd:  ./samplers/spur -seed 1791 -q -s 1 -out /tmp/asb.out -cnf ../../samplingforfm/Benchmarks/FeatureModels/asb.cnf\nNumber of solutions returned by sampler: 1\n',"b'Traceback (most recent call last):\n  File ""barbarik.py"", line 963, in <module>\n    ok, breakExperiment = exp.one_experiment(experiment, j, i, numExperiments, tj)\n  File ""barbarik.py"", line 854, in one_experiment\n    chainFormulaConf = chainFormulaSetup(sampleSol, unifSol, self.numSolutions)\n  File ""barbarik.py"", line 580, in chainFormulaSetup\n    assert len(sampleSol.split()) > len(countList), ""There are not enough samples to proceed, sampler failed ?"" \nAssertionError: There are not enough samples to proceed, sampler failed ?\n'",N/A,FALSE
